id,cps19_age,cps19_gender,cps19_interest_gen_1
29403,49,1,1
29404,38,2,2
29405,48,2,6
29406,33,2,6
29407,20,1,3
29408,65,2,10
29409,68,2,3
29410,63,1,9
29411,40,1,5
29412,33,2,8
29413,67,1,7
29414,26,1,NA
29415,35,2,3
29416,62,1,8
29417,34,1,NA
29418,73,1,9
29419,61,2,4
29420,25,2,10
29421,60,2,5
29422,41,2,2
29423,29,1,7
29424,70,1,10
29425,20,2,3
29426,61,1,9
29427,60,1,2
29428,37,2,6
29429,19,1,10
29430,51,2,7
29431,57,2,NA
29432,21,1,4
29433,43,1,7
29434,63,1,0
29435,53,2,8
29436,58,2,3
29437,30,2,2
29438,55,2,4
29439,28,2,1
29440,65,2,7
29441,70,1,8
29442,77,2,NA
29443,62,1,9
29444,66,2,7
29445,63,1,8
29446,33,2,5
29447,70,1,3
29448,67,1,8
29449,82,2,NA
29450,32,2,5
29451,35,2,5
29452,31,2,10
29453,35,2,3
29454,58,2,9
29455,75,2,NA
29456,72,1,7
29457,69,2,10
29458,24,2,3
29459,39,2,4
29460,29,2,5
29461,67,2,3
29462,29,2,7
29463,54,2,8
29464,40,2,6
29465,66,2,6
29466,59,2,10
29467,56,1,9
29468,49,1,9
29469,75,2,7
29470,63,2,NA
29471,21,2,8
29472,27,2,2
29473,53,1,7
29474,50,2,1
29475,59,1,9
29476,54,2,10
29477,50,1,9
29478,62,2,7
29479,71,1,3
29480,40,2,6
29481,35,2,7
29482,59,2,NA
29483,68,1,7
29484,39,2,3
29485,39,2,0
29486,60,2,3
29487,39,1,3
29488,70,1,9
29489,57,2,NA
29490,37,1,7
29491,62,2,8
29492,62,1,10
29493,32,1,3
29494,48,2,NA
29495,56,1,8
29496,51,2,4
29497,36,2,10
29498,53,2,1
29499,70,1,4
29500,40,1,10
29501,38,2,8
29502,37,2,1
29503,55,2,NA
29504,38,2,2
29505,72,1,7
29506,31,2,1
29507,28,2,1
29508,53,2,8
29509,30,2,4
29510,67,2,3
29511,64,2,7
29512,75,2,9
29513,74,2,10
29514,56,2,4
29515,52,2,10
29516,58,1,7
29517,50,2,8
29518,56,2,9
29519,32,2,2
29520,18,2,7
29521,58,2,7
29522,36,2,5
29523,66,1,5
29524,43,1,9
29525,60,2,6
29526,60,1,NA
29527,37,1,8
29528,48,1,NA
29529,56,1,6
29530,50,1,4
29531,52,2,7
29532,66,1,2
29533,38,2,6
29534,67,2,2
29535,66,2,2
29536,37,1,8
29537,73,1,7
29538,62,2,7
29539,68,2,NA
29540,27,2,7
29541,20,1,6
29542,61,2,8
29543,34,2,4
29544,53,2,6
29545,55,1,6
29546,29,2,4
29547,55,2,9
29548,47,2,3
29549,63,1,7
29550,56,1,8
29551,56,2,8
29552,54,2,10
29553,80,2,4
29554,44,2,2
29555,25,2,7
29556,51,1,8
29557,60,1,8
29558,48,2,5
29559,48,2,9
29560,54,2,10
29561,46,2,2
29562,56,1,8
29563,63,1,3
29564,66,1,7
29565,29,1,4
29566,75,1,9
29567,45,2,NA
29568,60,1,9
29569,39,2,4
29570,58,2,8
29571,60,2,NA
29572,66,2,3
29573,38,2,7
29574,77,2,8
29575,25,2,8
29576,73,1,6
29577,61,1,7
29578,44,1,3
29579,63,2,3
29580,68,2,4
29581,38,2,5
29582,54,2,6
29583,37,2,2
29584,78,2,7
29585,23,1,4
29586,56,1,6
29587,57,2,5
29588,23,2,4
29589,47,1,9
29590,41,1,9
29591,39,2,6
29592,49,2,NA
29593,19,2,8
29594,55,2,8
29595,28,2,6
29596,69,2,8
29597,62,1,9
29598,57,1,7
29599,36,1,7
29600,19,2,5
29601,61,1,9
29602,64,1,9
29603,47,2,7
29604,22,2,3
29605,52,2,8
29606,28,1,7
29607,43,2,8
29608,32,2,7
29609,54,2,8
29610,25,2,6
29611,49,2,4
29612,61,1,5
29613,65,1,3
29614,21,2,5
29615,36,1,4
29616,41,1,3
29617,29,2,7
29618,18,2,8
29619,77,2,4
29620,58,2,NA
29621,61,1,0
29622,45,2,1
29623,78,1,8
29624,41,2,3
29625,66,1,8
29626,51,1,6
29627,25,2,5
29628,54,2,2
29629,75,2,8
29630,62,2,3
29631,43,2,2
29632,31,2,9
29633,29,2,9
29634,40,2,6
29635,35,2,3
29636,77,1,7
29637,77,2,4
29638,26,2,9
29639,26,2,7
29640,43,2,4
29641,50,1,9
29642,21,1,9
29643,37,1,5
29644,74,1,10
29645,64,2,2
29646,22,2,2
29647,48,1,9
29648,73,1,NA
29649,31,2,7
29650,71,2,7
29651,51,3,8
29652,33,2,6
29653,56,2,10
29654,23,1,6
29655,70,1,7
29656,34,1,2
29657,19,2,3
29658,33,2,6
29659,37,2,3
29660,31,2,7
29661,57,1,8
29662,47,2,8
29663,49,2,9
29664,47,2,8
29665,61,2,1
29666,45,1,8
29667,56,3,6
29668,59,2,8
29669,27,2,6
29670,36,1,4
29671,64,2,6
29672,54,1,8
29673,64,2,NA
29674,43,1,7
29675,33,1,7
29676,47,1,7
29677,66,1,10
29678,35,1,7
29679,37,2,3
29680,59,2,1
29681,66,1,8
29682,61,2,10
29683,57,1,8
29684,26,2,0
29685,37,2,6
29686,19,2,2
29687,28,1,3
29688,66,1,8
29689,40,1,8
29690,26,2,NA
29691,45,1,8
29692,84,2,8
29693,31,2,4
29694,52,1,8
29695,40,1,10
29696,39,1,9
29697,31,2,4
29698,67,2,9
29699,71,1,8
29700,59,1,7
29701,80,2,8
29702,35,1,8
29703,63,2,7
29704,26,2,6
29705,26,2,2
29706,44,2,1
29707,55,2,5
29708,54,1,6
29709,42,2,10
29710,60,2,9
29711,42,2,10
29712,47,1,8
29713,56,2,3
29714,24,2,7
29715,53,2,10
29716,75,1,7
29717,25,2,6
29718,31,2,7
29719,52,2,4
29720,79,2,9
29721,44,1,10
29722,69,1,8
29723,29,1,8
29724,60,1,0
29725,71,1,9
29726,62,2,8
29727,66,1,4
29728,69,2,4
29729,32,1,5
29730,22,3,0
29731,36,2,6
29732,32,2,6
29733,53,2,10
29734,44,1,6
29735,37,1,7
29736,67,1,7
29737,46,3,8
29738,28,2,7
29739,52,1,8
29740,68,2,4
29741,64,1,10
29742,68,2,4
29743,41,1,8
29744,39,2,4
29745,63,2,8
29746,52,2,0
29747,48,2,NA
29748,44,1,9
29749,58,1,7
29750,21,2,10
29751,31,2,6
29752,35,1,10
29753,60,1,4
29754,35,1,9
29755,29,2,NA
29756,49,2,10
29757,38,2,6
29758,44,2,3
29759,57,2,5
29760,56,2,5
29761,28,2,5
29762,62,1,8
29763,60,2,7
29764,42,2,8
29765,65,1,9
29766,35,2,7
29767,39,2,8
29768,68,1,7
29769,36,2,8
29770,68,2,9
29771,63,2,6
29772,73,1,8
29773,44,2,6
29774,45,2,7
29775,30,2,5
29776,52,2,8
29777,51,1,7
29778,23,2,6
29779,55,1,6
29780,30,1,9
29781,29,2,1
29782,39,2,6
29783,25,2,7
29784,73,2,3
29785,57,2,6
29786,50,1,7
29787,41,1,8
29788,21,2,1
29789,27,2,NA
29790,47,2,5
29791,59,1,7
29792,62,2,1
29793,75,1,NA
29794,76,2,7
29795,52,2,8
29796,31,2,6
29797,52,2,6
29798,33,2,2
29799,23,2,7
29800,66,1,NA
29801,33,1,9
29802,62,1,10
29803,45,2,NA
29804,64,2,2
29805,33,1,7
29806,58,2,9
29807,74,2,7
29808,72,1,NA
29809,40,2,7
29810,28,2,6
29811,24,2,7
29812,74,2,8
29813,37,1,5
29814,44,2,7
29815,64,2,5
29816,34,2,NA
29817,28,1,3
29818,57,1,7
29819,50,1,6
29820,35,1,7
29821,60,2,6
29822,70,1,NA
29823,28,1,10
29824,46,2,8
29825,58,1,7
29826,25,2,5
29827,60,2,8
29828,36,2,4
29829,45,2,8
29830,62,1,8
29831,47,3,7
29832,67,2,5
29833,51,1,8
29834,55,2,6
29835,62,1,NA
29836,21,2,3
29837,61,1,7
29838,49,2,8
29839,77,1,9
29840,60,1,6
29841,28,2,2
29842,69,1,9
29843,39,2,8
29844,28,1,8
29845,34,1,NA
29846,75,1,8
29847,29,2,5
29848,49,2,0
29849,73,2,5
29850,39,2,8
29851,23,1,7
29852,55,2,8
29853,46,2,4
29854,53,2,NA
29855,48,1,10
29856,68,1,2
29857,47,2,6
29858,56,2,2
29859,52,2,7
29860,70,1,7
29861,21,1,6
29862,33,1,8
29863,29,1,7
29864,57,2,7
29865,67,2,3
29866,77,2,7
29867,66,1,9
29868,46,1,7
29869,33,2,9
29870,58,2,8
29871,56,2,8
29872,63,2,7
29873,68,1,9
29874,29,2,6
29875,40,2,6
29876,69,2,NA
29877,55,2,NA
29878,70,1,10
29879,46,1,6
29880,19,2,8
29881,66,1,9
29882,23,1,8
29883,76,1,8
29884,61,2,10
29885,31,2,2
29886,38,2,5
29887,28,2,1
29888,31,2,8
29889,72,1,7
29890,78,1,7
29891,53,1,7
29892,44,1,8
29893,68,1,6
29894,36,1,10
29895,51,2,8
29896,51,1,7
29897,67,1,8
29898,39,2,5
29899,67,2,4
29900,67,2,9
29901,19,2,6
29902,69,2,7
29903,57,2,7
29904,68,1,8
29905,24,2,7
29906,19,2,7
29907,52,2,NA
29908,26,2,10
29909,55,1,7
29910,39,1,9
29911,41,1,7
29912,29,2,5
29913,34,1,8
29914,36,2,8
29915,35,2,0
29916,31,2,7
29917,63,1,9
29918,59,1,7
29919,26,2,8
29920,48,2,5
29921,33,1,4
29922,42,2,8
29923,62,2,10
29924,58,2,7
29925,68,2,1
29926,55,1,9
29927,60,2,10
29928,75,2,9
29929,58,1,8
29930,27,1,4
29931,36,1,4
29932,23,2,7
29933,67,1,10
29934,36,2,4
29935,60,1,4
29936,66,1,8
29937,46,2,5
29938,74,1,8
29939,39,2,7
29940,71,2,6
29941,29,1,8
29942,49,2,8
29943,77,1,10
29944,69,2,4
29945,51,2,7
29946,46,2,6
29947,62,1,8
29948,26,1,9
29949,60,2,7
29950,57,2,10
29951,68,2,NA
29952,48,2,6
29953,61,2,7
29954,56,2,8
29955,20,2,4
29956,79,1,7
29957,44,2,3
29958,59,1,9
29959,33,2,7
29960,64,1,6
29961,61,2,10
29962,62,2,0
29963,36,2,10
29964,49,2,7
29965,44,1,NA
29966,66,1,8
29967,76,1,3
29968,29,2,7
29969,60,2,6
29970,70,1,8
29971,70,2,10
29972,56,2,NA
29973,55,1,8
29974,47,2,8
29975,59,2,9
29976,72,2,9
29977,40,1,1
29978,79,1,8
29979,58,2,7
29980,25,1,10
29981,56,1,8
29982,18,1,3
29983,73,1,7
29984,59,1,7
29985,62,1,7
29986,42,2,NA
29987,34,1,2
29988,59,2,10
29989,63,2,2
29990,47,2,8
29991,23,2,9
29992,45,1,7
29993,33,2,3
29994,52,1,NA
29995,37,2,8
29996,25,2,8
29997,55,2,10
29998,32,2,7
29999,58,2,9
30000,63,2,NA
30001,22,2,9
30002,61,2,6
30003,52,2,9
30004,43,2,9
30005,35,2,7
30006,69,2,4
30007,63,1,8
30008,99,2,8
30009,34,2,NA
30010,39,2,3
30011,29,2,6
30012,58,2,8
30013,56,1,9
30014,77,2,4
30015,35,2,1
30016,44,2,NA
30017,33,1,8
30018,65,2,2
30019,72,2,8
30020,72,1,8
30021,37,1,8
30022,30,2,7
30023,44,1,6
30024,63,1,4
30025,41,2,6
30026,55,2,4
30027,31,2,10
30028,70,2,6
30029,51,2,8
30030,82,2,4
30031,25,2,3
30032,73,1,2
30033,30,2,0
30034,37,2,1
30035,76,1,9
30036,36,2,9
30037,35,1,3
30038,65,2,6
30039,33,2,10
30040,56,2,1
30041,34,2,NA
30042,44,2,9
30043,59,1,4
30044,25,2,NA
30045,58,2,9
30046,23,2,3
30047,75,2,6
30048,40,2,NA
30049,41,2,7
30050,32,2,7
30051,53,1,5
30052,61,1,NA
30053,30,2,NA
30054,70,1,7
30055,63,1,9
30056,37,2,7
30057,65,1,8
30058,62,2,6
30059,30,2,7
30060,61,1,10
30061,36,2,10
30062,72,1,1
30063,46,2,3
30064,32,1,8
30065,59,1,6
30066,18,2,5
30067,69,2,7
30068,75,1,7
30069,22,2,6
30070,70,2,NA
30071,62,2,10
30072,29,2,4
30073,58,1,8
30074,30,2,4
30075,60,2,9
30076,60,1,9
30077,66,2,7
30078,47,2,3
30079,66,1,0
30080,25,1,2
30081,28,2,7
30082,24,2,6
30083,76,1,9
30084,28,1,6
30085,68,1,10
30086,36,2,6
30087,49,2,7
30088,57,2,7
30089,36,1,6
30090,40,1,5
30091,34,1,5
30092,62,2,7
30093,27,2,3
30094,69,2,10
30095,27,2,8
30096,21,2,6
30097,91,1,NA
30098,26,2,NA
30099,37,2,8
30100,56,1,7
30101,30,2,2
30102,30,1,6
30103,84,1,8
30104,58,1,6
30105,59,2,7
30106,52,2,10
30107,73,1,8
30108,63,2,7
30109,67,1,5
30110,36,2,4
30111,73,1,6
30112,41,2,6
30113,72,1,8
30114,54,1,7
30115,28,2,10
30116,36,2,8
30117,29,1,10
30118,36,2,7
30119,58,2,7
30120,28,2,4
30121,81,1,8
30122,99,2,8
30123,26,2,10
30124,47,1,8
30125,37,1,7
30126,22,1,6
30127,34,2,10
30128,58,2,6
30129,65,2,8
30130,36,2,6
30131,40,2,2
30132,71,1,8
30133,29,1,7
30134,71,2,6
30135,59,1,10
30136,46,1,7
30137,71,2,3
30138,60,2,2
30139,62,1,6
30140,19,2,9
30141,59,2,7
30142,59,2,8
30143,33,2,NA
30144,66,1,6
30145,19,2,2
30146,47,1,1
30147,68,1,3
30148,54,1,10
30149,26,2,4
30150,21,1,4
30151,77,1,8
30152,62,1,3
30153,55,2,2
30154,47,2,6
30155,70,2,4
30156,23,2,3
30157,18,2,6
30158,62,2,6
30159,42,1,7
30160,34,2,8
30161,64,2,7
30162,25,1,10
30163,56,1,7
30164,65,2,7
30165,26,2,7
30166,56,2,4
30167,67,1,8
30168,54,2,1
30169,21,2,2
30170,63,1,2
30171,49,2,8
30172,42,2,4
30173,67,2,8
30174,39,2,NA
30175,23,2,4
30176,70,1,7
30177,38,1,7
30178,61,1,8
30179,68,2,10
30180,36,2,3
30181,20,1,6
30182,36,1,1
30183,75,1,6
30184,47,2,6
30185,64,1,7
30186,35,1,8
30187,60,2,2
30188,65,1,6
30189,24,1,7
30190,48,2,9
30191,18,2,6
30192,77,1,6
30193,18,1,3
30194,51,2,NA
30195,50,2,NA
30196,70,1,6
30197,76,2,8
30198,69,1,6
30199,18,2,9
30200,55,2,8
30201,52,1,9
30202,63,1,8
30203,51,2,4
30204,56,2,6
30205,28,2,7
30206,38,2,3
30207,61,2,8
30208,42,1,10
30209,53,2,7
30210,36,1,6
30211,35,2,NA
30212,43,2,NA
30213,42,2,9
30214,73,1,5
30215,74,2,10
30216,73,2,5
30217,31,1,7
30218,33,1,9
30219,58,1,10
30220,39,2,6
30221,60,2,9
30222,19,2,9
30223,31,2,NA
30224,44,1,10
30225,58,1,5
30226,63,1,NA
30227,63,2,NA
30228,66,1,8
30229,38,2,1
30230,30,1,6
30231,27,2,NA
30232,37,2,NA
30233,67,1,5
30234,67,2,7
30235,62,1,8
30236,31,2,6
30237,57,1,10
30238,37,2,7
30239,57,2,5
30240,53,1,5
30241,46,2,8
30242,61,2,6
30243,31,2,4
30244,64,1,9
30245,57,2,8
30246,29,2,7
30247,62,1,10
30248,51,2,0
30249,68,2,9
30250,79,2,9
30251,77,1,8
30252,19,2,6
30253,29,2,6
30254,60,1,9
30255,54,1,8
30256,32,2,0
30257,53,2,6
30258,40,1,8
30259,25,2,6
30260,64,1,5
30261,83,1,7
30262,76,1,5
30263,49,1,5
30264,51,1,9
30265,45,2,5
30266,50,2,4
30267,71,2,7
30268,67,1,8
30269,22,2,0
30270,56,1,NA
30271,24,2,6
30272,58,1,3
30273,51,2,3
30274,43,1,6
30275,71,1,7
30276,34,2,7
30277,30,1,8
30278,52,1,NA
30279,73,1,10
30280,64,2,7
30281,56,1,9
30282,52,2,10
30283,43,1,2
30284,19,1,2
30285,22,1,8
30286,64,2,1
30287,61,1,1
30288,67,1,6
30289,61,2,9
30290,45,2,7
30291,73,1,9
30292,81,2,7
30293,19,1,9
30294,30,2,6
30295,25,1,7
30296,38,1,10
30297,71,1,8
30298,69,1,7
30299,54,1,7
30300,99,1,3
30301,57,2,8
30302,62,2,10
30303,66,2,8
30304,52,1,NA
30305,58,1,8
30306,48,1,2
30307,29,2,6
30308,37,2,6
30309,59,1,9
30310,57,2,4
30311,46,1,3
30312,37,1,7
30313,28,1,8
30314,76,2,7
30315,54,2,9
30316,47,1,8
30317,50,1,8
30318,21,2,7
30319,51,2,7
30320,65,2,8
30321,39,2,NA
30322,66,2,NA
30323,25,2,3
30324,40,2,6
30325,68,2,8
30326,26,2,5
30327,47,1,10
30328,53,1,10
30329,64,2,10
30330,29,1,8
30331,30,1,3
30332,35,2,7
30333,34,1,8
30334,78,1,6
30335,79,1,8
30336,66,2,8
30337,30,1,9
30338,53,2,7
30339,35,2,9
30340,70,2,3
30341,49,2,8
30342,67,1,10
30343,28,2,8
30344,31,2,6
30345,32,2,1
30346,55,2,9
30347,49,2,7
30348,44,2,1
30349,26,2,8
30350,60,1,10
30351,30,2,3
30352,72,1,7
30353,63,1,8
30354,56,1,5
30355,63,2,9
30356,51,2,2
30357,66,1,7
30358,37,1,8
30359,71,2,NA
30360,64,2,6
30361,49,2,7
30362,52,1,8
30363,32,1,3
30364,26,2,7
30365,77,1,10
30366,73,1,9
30367,66,1,2
30368,22,2,2
30369,66,2,4
30370,53,1,9
30371,39,2,4
30372,60,2,3
30373,26,2,9
30374,67,1,8
30375,59,2,7
30376,56,2,8
30377,41,1,3
30378,73,2,6
30379,32,2,6
30380,67,2,7
30381,46,2,4
30382,66,2,9
30383,70,2,7
30384,59,1,8
30385,55,2,8
30386,29,2,6
30387,35,2,4
30388,35,2,3
30389,39,2,7
30390,37,2,1
30391,46,1,8
30392,53,2,7
30393,49,2,NA
30394,18,2,6
30395,75,1,7
30396,43,2,8
30397,52,1,4
30398,51,2,2
30399,47,2,4
30400,63,2,3
30401,99,2,10
30402,78,1,8
30403,55,1,9
30404,44,2,9
30405,64,2,NA
30406,70,2,7
30407,25,2,2
30408,48,1,6
30409,78,1,8
30410,57,1,7
30411,57,2,6
30412,58,2,9
30413,62,2,NA
30414,57,1,9
30415,66,1,9
30416,51,1,9
30417,52,1,8
30418,74,2,9
30419,75,2,2
30420,61,1,10
30421,63,2,7
30422,31,2,0
30423,60,2,NA
30424,24,2,6
30425,43,2,NA
30426,47,1,7
30427,48,2,5
30428,50,2,7
30429,48,1,7
30430,74,2,8
30431,61,2,8
30432,25,2,6
30433,56,2,9
30434,70,1,9
30435,54,2,8
30436,38,2,7
30437,54,2,3
30438,41,1,9
30439,66,1,10
30440,77,1,8
30441,42,2,2
30442,47,2,0
30443,50,1,8
30444,67,1,7
30445,55,2,10
30446,60,2,8
30447,62,2,8
30448,58,2,7
30449,24,2,9
30450,53,2,9
30451,30,1,8
30452,52,1,10
30453,82,2,NA
30454,68,1,9
30455,50,1,9
30456,53,2,NA
30457,69,1,10
30458,48,1,8
30459,56,1,7
30460,48,2,7
30461,75,1,NA
30462,20,1,6
30463,47,2,8
30464,39,2,4
30465,34,2,0
30466,66,2,9
30467,60,2,8
30468,67,2,7
30469,40,2,2
30470,39,2,8
30471,51,2,8
30472,24,2,3
30473,31,3,8
30474,29,2,4
30475,35,2,3
30476,54,2,2
30477,41,2,6
30478,29,1,6
30479,60,1,7
30480,54,1,7
30481,40,1,7
30482,37,2,4
30483,67,1,4
30484,72,2,7
30485,76,1,7
30486,71,2,9
30487,48,2,9
30488,29,2,7
30489,59,2,4
30490,31,1,10
30491,48,1,8
30492,33,2,NA
30493,60,2,NA
30494,72,2,8
30495,45,1,9
30496,50,2,10
30497,42,2,2
30498,60,1,10
30499,66,2,3
30500,76,1,9
30501,57,1,8
30502,40,2,2
30503,46,2,1
30504,72,2,7
30505,56,1,2
30506,35,1,6
30507,57,1,9
30508,25,2,2
30509,48,3,7
30510,66,1,8
30511,61,2,9
30512,63,1,8
30513,67,2,6
30514,70,1,NA
30515,39,1,10
30516,39,1,10
30517,67,2,6
30518,51,2,7
30519,56,1,NA
30520,55,2,2
30521,45,2,0
30522,70,2,10
30523,34,2,8
30524,53,2,NA
30525,77,2,10
30526,85,2,8
30527,57,2,8
30528,53,2,7
30529,59,2,7
30530,30,2,5
30531,20,2,6
30532,32,2,2
30533,60,2,NA
30534,58,2,NA
30535,39,2,7
30536,35,2,8
30537,34,2,NA
30538,67,2,8
30539,34,2,6
30540,23,2,8
30541,76,1,7
30542,57,1,6
30543,58,1,7
30544,31,2,NA
30545,44,2,7
30546,39,1,8
30547,67,1,8
30548,75,2,10
30549,27,2,8
30550,20,2,7
30551,43,2,8
30552,34,1,6
30553,74,1,7
30554,64,2,NA
30555,35,2,NA
30556,21,2,NA
30557,19,3,8
30558,55,2,7
30559,45,1,7
30560,26,1,6
30561,22,2,6
30562,57,2,8
30563,25,2,2
30564,33,2,5
30565,69,1,5
30566,34,1,8
30567,65,1,8
30568,46,1,8
30569,38,1,7
30570,69,1,2
30571,34,2,1
30572,68,2,2
30573,68,1,8
30574,61,1,7
30575,48,2,4
30576,70,2,3
30577,61,2,NA
30578,26,1,4
30579,38,1,NA
30580,35,2,8
30581,57,1,8
30582,35,2,9
30583,22,1,5
30584,33,2,6
30585,62,2,8
30586,69,2,9
30587,34,2,3
30588,73,1,9
30589,25,2,8
30590,32,2,7
30591,62,2,9
30592,33,1,8
30593,28,2,8
30594,63,2,3
30595,53,1,3
30596,35,2,7
30597,35,2,7
30598,64,1,NA
30599,64,1,4
30600,29,1,9
30601,36,2,9
30602,53,2,8
30603,54,1,8
30604,69,1,1
30605,20,2,NA
30606,36,1,5
30607,20,1,7
30608,22,2,7
30609,20,1,3
30610,62,1,7
30611,30,2,7
30612,36,1,10
30613,65,2,6
30614,19,1,7
30615,69,1,10
30616,27,2,1
30617,54,1,4
30618,72,2,7
30619,65,2,NA
30620,29,2,3
30621,39,2,10
30622,49,2,10
30623,34,2,5
30624,45,1,NA
30625,27,2,8
30626,24,2,4
30627,54,2,8
30628,30,1,7
30629,28,1,1
30630,51,2,9
30631,24,1,3
30632,18,1,3
30633,50,2,8
30634,46,2,9
30635,21,2,6
30636,21,1,9
30637,72,2,7
30638,47,1,2
30639,54,2,8
30640,35,2,6
30641,63,1,6
30642,46,2,6
30643,56,2,NA
30644,48,2,2
30645,51,1,9
30646,34,2,4
30647,19,1,0
30648,60,2,NA
30649,65,2,NA
30650,44,2,7
30651,71,1,8
30652,73,2,NA
30653,67,2,10
30654,53,1,8
30655,22,2,6
30656,48,1,1
30657,36,2,4
30658,29,1,8
30659,41,1,8
30660,48,2,2
30661,19,1,9
30662,39,2,2
30663,29,2,5
30664,57,2,7
30665,21,1,3
30666,41,2,10
30667,39,2,4
30668,57,2,10
30669,25,1,9
30670,73,2,9
30671,65,2,9
30672,36,2,NA
30673,20,2,4
30674,29,2,10
30675,61,2,9
30676,42,2,NA
30677,27,2,6
30678,22,2,3
30679,38,2,NA
30680,50,2,5
30681,53,1,6
30682,63,2,7
30683,28,2,7
30684,62,2,7
30685,70,1,9
30686,40,2,2
30687,69,1,5
30688,26,2,6
30689,52,1,6
30690,53,1,10
30691,19,1,8
30692,66,2,6
30693,60,2,7
30694,28,2,7
30695,32,2,NA
30696,64,2,3
30697,39,2,1
30698,19,1,6
30699,48,2,5
30700,30,1,4
30701,49,1,10
30702,24,2,2
30703,43,2,7
30704,55,1,8
30705,75,1,10
30706,45,2,NA
30707,28,2,10
30708,35,1,6
30709,60,1,8
30710,19,2,7
30711,36,1,6
30712,18,2,1
30713,80,2,8
30714,31,2,8
30715,58,2,8
30716,23,2,6
30717,18,2,5
30718,40,2,7
30719,31,2,7
30720,25,2,6
30721,84,2,10
30722,18,2,8
30723,36,2,6
30724,19,2,7
30725,51,1,3
30726,69,2,5
30727,49,2,7
30728,69,1,5
30729,39,2,6
30730,52,1,9
30731,52,2,8
30732,84,1,10
30733,71,2,8
30734,27,2,2
30735,60,2,5
30736,29,2,8
30737,62,1,7
30738,53,1,10
30739,19,1,NA
30740,29,1,6
30741,72,2,7
30742,59,2,9
30743,65,2,7
30744,53,2,NA
30745,49,1,2
30746,35,1,7
30747,46,1,9
30748,41,2,4
30749,30,2,3
30750,38,1,7
30751,61,1,10
30752,18,2,NA
30753,34,1,8
30754,39,2,NA
30755,33,2,8
30756,35,2,8
30757,59,2,4
30758,22,2,3
30759,65,2,9
30760,61,2,9
30761,29,2,7
30762,19,2,10
30763,37,2,5
30764,43,2,0
30765,62,1,8
30766,68,2,10
30767,37,2,8
30768,31,2,10
30769,31,1,7
30770,68,1,8
30771,64,2,9
30772,48,1,10
30773,51,2,4
30774,54,2,7
30775,33,2,2
30776,77,2,6
30777,44,1,5
30778,53,2,9
30779,32,1,8
30780,49,1,8
30781,25,2,7
30782,33,2,2
30783,61,1,8
30784,55,1,4
30785,51,2,9
30786,28,1,7
30787,18,2,7
30788,37,2,NA
30789,42,1,NA
30790,56,2,7
30791,47,2,0
30792,34,2,10
30793,29,2,3
30794,34,2,NA
30795,21,2,9
30796,21,1,2
30797,18,1,6
30798,24,2,7
30799,64,2,3
30800,86,2,10
30801,72,1,4
30802,54,1,10
30803,71,2,7
30804,42,2,1
30805,24,2,6
30806,47,2,7
30807,58,2,0
30808,21,2,9
30809,31,1,2
30810,25,1,7
30811,37,1,7
30812,69,1,7
30813,38,2,10
30814,37,1,10
30815,26,2,4
30816,31,2,6
30817,29,1,6
30818,32,2,7
30819,25,2,4
30820,31,2,9
30821,49,2,5
30822,79,2,8
30823,42,2,4
30824,32,1,6
30825,31,2,4
30826,29,1,4
30827,23,2,10
30828,34,2,5
30829,20,1,0
30830,55,2,NA
30831,33,2,3
30832,47,1,7
30833,68,1,6
30834,60,2,8
30835,34,1,2
30836,66,1,7
30837,46,2,2
30838,27,2,5
30839,51,1,8
30840,22,2,6
30841,34,1,8
30842,50,1,7
30843,48,2,7
30844,19,1,7
30845,38,1,10
30846,35,1,9
30847,46,1,0
30848,29,1,1
30849,29,1,4
30850,26,1,6
30851,75,1,8
30852,39,2,2
30853,73,1,6
30854,32,2,7
30855,33,2,7
30856,26,2,1
30857,31,2,NA
30858,34,1,6
30859,36,2,NA
30860,37,1,9
30861,77,1,5
30862,21,2,8
30863,55,1,9
30864,59,2,10
30865,23,2,7
30866,32,1,2
30867,44,1,6
30868,31,2,7
30869,26,2,7
30870,35,1,7
30871,68,1,7
30872,50,2,4
30873,21,2,2
30874,28,1,5
30875,47,2,NA
30876,23,1,8
30877,37,2,10
30878,22,2,10
30879,38,2,3
30880,33,2,3
30881,67,2,9
30882,63,2,5
30883,32,2,5
30884,34,1,7
30885,54,2,4
30886,31,2,3
30887,57,1,7
30888,40,2,8
30889,33,2,NA
30890,68,1,NA
30891,44,2,NA
30892,76,1,8
30893,38,2,6
30894,67,1,6
30895,35,2,8
30896,71,2,5
30897,47,1,6
30898,34,2,9
30899,41,2,6
30900,33,1,10
30901,49,2,6
30902,51,2,3
30903,64,1,6
30904,57,2,NA
30905,54,2,7
30906,33,2,7
30907,65,2,9
30908,49,1,9
30909,40,2,9
30910,28,2,0
30911,61,2,9
30912,37,2,7
30913,33,2,6
30914,81,1,9
30915,48,1,3
30916,54,2,8
30917,48,2,6
30918,57,2,7
30919,55,1,7
30920,49,2,6
30921,66,2,8
30922,49,1,8
30923,43,1,6
30924,45,1,10
30925,36,1,5
30926,23,2,5
30927,33,2,0
30928,61,1,1
30929,45,2,6
30930,57,1,10
30931,40,2,2
30932,56,2,3
30933,54,2,7
30934,28,2,9
30935,59,1,8
30936,57,1,7
30937,47,1,2
30938,47,1,NA
30939,72,1,10
30940,56,2,2
30941,49,1,7
